id,question_type,question_text,subject,grade,grade_level,region,topic,subtopic,learning_objective,blooms_level,difficulty_level,difficulty_rating,options,explanation,generation_metadata,created_at,updated_at,rownumber,summary
68832,drag_drop,Some classroom boxes are started. Drag each card to the matching elapsed time.,math,,grade 3,global,Time & Elapsed Time,Elapsed Time,Students can calculate elapsed time in hours and minutes,apply,medium,3.0,[],Coin: 9:05 to 9:55 is 50 minutes. Gem: 2:20 to 3:20 is 1 hour. Key: 4:30 to 5:10 is 40 minutes. Map: 7:45 to 8:35 is 50 minutes.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""Coin: 9:05 to 9:55""},{""id"":""item_2"",""label"":""Gem: 2:20 to 3:20""},{""id"":""item_3"",""label"":""Key: 4:30 to 5:10""},{""id"":""item_4"",""label"":""Map: 7:45 to 8:35""}],""labels"":{""end"":null,""start"":null,""instruction"":""Place each card into the correct box.""},""targets"":[{""id"":""target_1"",""label"":""40 minutes""},{""id"":""target_2"",""label"":""50 minutes""},{""id"":""target_3"",""label"":""1 hour""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_3""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T11:01:27.615Z,2026-05-21T11:01:27.824Z,613,drag_drop for Time & Elapsed Time
62857,drag_drop,"At the fruit market, line up these time cards from shortest time to longest time. Change hours to minutes before you place them.",math,,grade 3,global,Time & Elapsed Time,Reading Time,Students can convert between hours and minutes,analyze,hard,4.0,[],"Convert each card: 55 min = 55, 1 h 5 min = 65, 75 min = 75, 1 h 30 min = 90, 2 h = 120. So the order is 55, 65, 75, 90, 120.","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""1 h 30 min""},{""id"":""item_2"",""label"":""55 min""},{""id"":""item_3"",""label"":""2 h""},{""id"":""item_4"",""label"":""75 min""},{""id"":""item_5"",""label"":""1 h 5 min""}],""labels"":{""end"":""Longest"",""start"":""Shortest"",""instruction"":""Drag the cards into order from left to right.""},""targets"":[{""id"":""target_1"",""label"":""1st""},{""id"":""target_2"",""label"":""2nd""},{""id"":""target_3"",""label"":""3rd""},{""id"":""target_4"",""label"":""4th""},{""id"":""target_5"",""label"":""5th""}],""answerKey"":[{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_5"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_3""},{""itemId"":""item_1"",""targetId"":""target_4""},{""itemId"":""item_3"",""targetId"":""target_5""}]}",2026-05-21T10:59:34.528Z,2026-05-21T10:59:34.691Z,614,drag_drop for Time & Elapsed Time
62860,drag_drop,Match each market card to the total minutes it shows.,math,,grade 3,global,Time & Elapsed Time,Reading Time,Students can convert between hours and minutes,apply,hard,4.0,[],"1 h 40 min = 100 min, 2 h 15 min = 135 min, 3 h = 180 min, and 1 h 5 min = 65 min.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""1 h 40 min""},{""id"":""item_2"",""label"":""2 h 15 min""},{""id"":""item_3"",""label"":""3 h""},{""id"":""item_4"",""label"":""1 h 5 min""}],""labels"":{""end"":null,""start"":null,""instruction"":""Drag each time card to its matching total minutes.""},""targets"":[{""id"":""target_1"",""label"":""65 min""},{""id"":""target_2"",""label"":""100 min""},{""id"":""target_3"",""label"":""135 min""},{""id"":""target_4"",""label"":""180 min""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_3""},{""itemId"":""item_3"",""targetId"":""target_4""},{""itemId"":""item_4"",""targetId"":""target_1""}]}",2026-05-21T10:59:34.572Z,2026-05-21T10:59:34.797Z,615,drag_drop for Time & Elapsed Time
108139,mcq,Which polygon has 6 sides?,math,,grade 3,global,"Lines, Angles & Polygons",Polygons,"Students can identify and describe triangles, quadrilaterals, pentagons, and hexagons",remember,easy,1.0,"[{""text"":""Triangle"",""correct"":false},{""text"":""Pentagon"",""correct"":false},{""text"":""Hexagon"",""correct"":true},{""text"":""Quadrilateral"",""correct"":false}]","A hexagon has 6 sides. Pentagon is the main misconception because the names are similar, but a pentagon has 5 sides.","{""focus"":""shape identification"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Polygons"",""questionType"":""mcq"",""questionNumber"":""Q16"",""learning_objective"":""Students can identify and describe triangles, quadrilaterals, pentagons, and hexagons""}",2026-05-21T11:14:31.105Z,2026-05-21T11:14:31.207Z,616,"mcq for Lines, Angles & Polygons"
108203,mcq,Which polygon has exactly 5 vertices?,math,,grade 3,global,"Lines, Angles & Polygons",Polygons,Students can classify polygons by number of sides and angles,remember,easy,1.0,"[{""text"":""Triangle"",""correct"":false},{""text"":""Pentagon"",""correct"":true},{""text"":""Hexagon"",""correct"":false},{""text"":""Square"",""correct"":false}]","A pentagon has exactly 5 vertices and 5 sides. In the option figures, the triangle has 3 vertices, the hexagon has 6, and the square has 4.","{""focus"":""polygon properties"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Polygons"",""questionType"":""mcq"",""questionNumber"":""Q2"",""learning_objective"":""Students can classify polygons by number of sides and angles""}",2026-05-21T11:14:32.021Z,2026-05-21T11:14:32.214Z,617,"mcq for Lines, Angles & Polygons"
108349,mcq,Look at the polygon in the figure. What is its name?,math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify and describe points, lines, line segments, and rays",remember,easy,1.0,"[{""text"":""Pentagon"",""correct"":false},{""text"":""Hexagon"",""correct"":true},{""text"":""Octagon"",""correct"":false},{""text"":""Triangle"",""correct"":false}]","The figure has 6 sides, so it is a hexagon. A common misconception is to call it a pentagon, but a pentagon has only 5 sides.","{""focus"":""shape identification"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q11"",""learning_objective"":""Students can identify and describe points, lines, line segments, and rays""}",2026-05-21T11:14:34.578Z,2026-05-21T11:14:34.693Z,618,"mcq for Lines, Angles & Polygons"
108322,mcq,An angle measures 105°. What is the correct classification?,math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify right, acute, and obtuse angles",apply,medium,3.0,"[{""text"":""Acute angle"",""correct"":false},{""text"":""Right angle"",""correct"":false},{""text"":""Obtuse angle"",""correct"":true},{""text"":""Straight angle"",""correct"":false}]","105° is greater than 90° but less than 180°, so it is an obtuse angle.","{""focus"":""classifying angle by measure"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q43"",""learning_objective"":""Students can identify right, acute, and obtuse angles""}",2026-05-21T11:14:34.171Z,2026-05-21T11:14:34.270Z,619,"mcq for Lines, Angles & Polygons"
108243,mcq,Compare the two polygons. Shape P has 5 sides. Shape Q has 6 sides. Which statement is true?,math,,grade 3,global,"Lines, Angles & Polygons",Polygons,Students can classify polygons by number of sides and angles,analyze,medium,3.0,"[{""text"":""P is a pentagon and Q is a hexagon"",""correct"":true},{""text"":""P is a hexagon and Q is a pentagon"",""correct"":false},{""text"":""Both P and Q are pentagons"",""correct"":false},{""text"":""Both P and Q are hexagons"",""correct"":false}]","Shape P has 5 sides, so it is a pentagon. Shape Q has 6 sides, so it is a hexagon. The main misconception is swapping the names pentagon and hexagon.","{""focus"":""compare polygons by number of sides"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Polygons"",""questionType"":""mcq"",""questionNumber"":""Q35"",""learning_objective"":""Students can classify polygons by number of sides and angles""}",2026-05-21T11:14:32.629Z,2026-05-21T11:14:32.922Z,620,"mcq for Lines, Angles & Polygons"
108272,mcq,"A shape has 6 sides. Exactly 2 of its angles are right angles, and the other angles are not all equal. Which name best fits the shape?",math,,grade 3,global,"Lines, Angles & Polygons",Polygons,Students can classify polygons by number of sides and angles,analyze,hard,3.0,"[{""text"":""an irregular hexagon"",""correct"":true},{""text"":""a regular hexagon"",""correct"":false},{""text"":""a pentagon"",""correct"":false},{""text"":""a rectangle"",""correct"":false}]","A 6-sided shape is a hexagon. Because the angles are not all equal and it has exactly 2 right angles, it is irregular, not regular. It cannot be a pentagon because a pentagon has 5 sides, and it cannot be a rectangle because a rectangle has 4 sides.","{""focus"":""shape identification from multiple constraints"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Polygons"",""questionType"":""mcq"",""questionNumber"":""Q66"",""learning_objective"":""Students can classify polygons by number of sides and angles""}",2026-05-21T11:14:33.318Z,2026-05-21T11:14:33.482Z,621,"mcq for Lines, Angles & Polygons"
108409,mcq,Shape WXYZ is a rectangle. The top side is 9 units and one short side is 4 units. Which statement correctly finds the perimeter of the rectangle?,math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify and describe points, lines, line segments, and rays",apply,hard,4.0,"[{""text"":""Add all 4 sides: 9 + 4 + 9 + 4 = 26 units."",""correct"":true},{""text"":""Add only one long side and one short side: 9 + 4 = 13 units."",""correct"":false},{""text"":""Double only the long side: 9 + 9 = 18 units."",""correct"":false},{""text"":""Multiply 9 × 4 to get 36 units."",""correct"":false}]","In the figure, opposite sides of the rectangle are equal, so the four sides are 9, 4, 9, and 4. The correct statement adds all of them to get a perimeter of 26 units.","{""focus"":""multi_constraint_problem"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q64"",""learning_objective"":""Students can identify and describe points, lines, line segments, and rays""}",2026-05-21T11:14:35.675Z,2026-05-21T11:14:35.866Z,622,"mcq for Lines, Angles & Polygons"
108172,mcq,Which statement about polygons is true?,math,,grade 3,global,"Lines, Angles & Polygons",Polygons,"Students can identify and describe triangles, quadrilaterals, pentagons, and hexagons",understand,medium,3.0,"[{""text"":""A pentagon has 5 sides and 5 vertices"",""correct"":true},{""text"":""A hexagon has 5 sides and 6 vertices"",""correct"":false},{""text"":""A quadrilateral has 3 sides and 4 vertices"",""correct"":false},{""text"":""A triangle has 4 sides and 3 vertices"",""correct"":false}]","A pentagon has 5 sides and 5 vertices. In polygons, the number of sides and vertices match. The main misconception is mixing side counts from one polygon with vertex counts from another.","{""focus"":""property recall of vertices and sides"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Polygons"",""questionType"":""mcq"",""questionNumber"":""Q47"",""learning_objective"":""Students can identify and describe triangles, quadrilaterals, pentagons, and hexagons""}",2026-05-21T11:14:31.560Z,2026-05-21T11:14:31.676Z,623,"mcq for Lines, Angles & Polygons"
108411,mcq,"In the figure, ray BA and ray BC meet at vertex B. A small square marks one angle at B. Which classification is correct for angle ABC?",math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify and describe points, lines, line segments, and rays",analyze,hard,4.0,"[{""text"":""Right angle, because the rays are perpendicular at B."",""correct"":true},{""text"":""Obtuse angle, because it opens wide."",""correct"":false},{""text"":""Acute angle, because it is smaller than a straight line."",""correct"":false},{""text"":""Parallel lines, because both rays are straight."",""correct"":false}]","The little square at B shows a 90° angle, so angle ABC is a right angle. The two rays are perpendicular. A common misconception is choosing obtuse because the angle can look wide, but the square mark tells the exact classification.","{""focus"":""find_the_error"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q63"",""learning_objective"":""Students can identify and describe points, lines, line segments, and rays""}",2026-05-21T11:14:35.676Z,2026-05-21T11:14:35.871Z,624,"mcq for Lines, Angles & Polygons"
108416,mcq,A line segment AB is 14 units long. Point C is on the segment so that AC is 9 units. What must be true about CB?,math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify and describe points, lines, line segments, and rays",apply,hard,4.0,"[{""text"":""CB is 5 units."",""correct"":true},{""text"":""CB is 9 units."",""correct"":false},{""text"":""CB is 14 units."",""correct"":false},{""text"":""CB cannot be found because AB is a line, not a segment."",""correct"":false}]","Since C is on segment AB, the parts add to the whole: AC + CB = AB. So 9 + CB = 14, which gives CB = 5. The main misconception is picking 14 or saying it cannot be found by not using the part-whole idea for a line segment.","{""focus"":""reverse_reasoning"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q75"",""learning_objective"":""Students can identify and describe points, lines, line segments, and rays""}",2026-05-21T11:14:35.871Z,2026-05-21T11:14:36.087Z,625,"mcq for Lines, Angles & Polygons"
108333,mcq,A rectangle in the figure is 7 cm long and 5 cm wide. What is the perimeter?,math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify right, acute, and obtuse angles",apply,medium,3.0,"[{""text"":""12 cm"",""correct"":false},{""text"":""24 cm"",""correct"":true},{""text"":""35 cm"",""correct"":false},{""text"":""49 cm"",""correct"":false}]","Perimeter means all the way around: 7 + 5 + 7 + 5 = 24 cm. A common mistake is to add 7 + 5 and stop at 12 cm, forgetting the other two sides.","{""focus"":""perimeter of rectangle"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q59"",""learning_objective"":""Students can identify right, acute, and obtuse angles""}",2026-05-21T11:14:34.311Z,2026-05-21T11:14:34.473Z,626,"mcq for Lines, Angles & Polygons"
108394,mcq,Figure A is a square with side length 4 cm. Figure B is a rectangle with side lengths 5 cm and 3 cm. Which figure has the greater perimeter?,math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify and describe points, lines, line segments, and rays",analyze,medium,3.0,"[{""text"":""Figure A has the greater perimeter."",""correct"":false},{""text"":""Figure B has the greater perimeter."",""correct"":false},{""text"":""The perimeters are equal."",""correct"":true},{""text"":""There is not enough information."",""correct"":false}]",Figure A has perimeter 4 + 4 + 4 + 4 = 16 cm. Figure B has perimeter 5 + 3 + 5 + 3 = 16 cm. So the perimeters are equal. A common misconception is to think the longer-looking rectangle must have the greater perimeter.,"{""focus"":""compare perimeters of two figures"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q55"",""learning_objective"":""Students can identify and describe points, lines, line segments, and rays""}",2026-05-21T11:14:35.365Z,2026-05-21T11:14:35.621Z,627,"mcq for Lines, Angles & Polygons"
108206,mcq,Choose the figure that shows perpendicular line segments.,math,,grade 3,global,"Lines, Angles & Polygons",Polygons,Students can classify polygons by number of sides and angles,understand,easy,1.0,"[{""text"":""Parallel line segments"",""correct"":false},{""text"":""Perpendicular line segments"",""correct"":true},{""text"":""Intersecting but not perpendicular"",""correct"":false},{""text"":""A single line segment"",""correct"":false}]","The correct figure shows two line segments meeting at a right angle, marked by the small square. Parallel lines never meet, and intersecting lines are only perpendicular when they form a 90° angle.","{""focus"":""line relationships"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Polygons"",""questionType"":""mcq"",""questionNumber"":""Q3"",""learning_objective"":""Students can classify polygons by number of sides and angles""}",2026-05-21T11:14:32.023Z,2026-05-21T11:14:32.216Z,628,"mcq for Lines, Angles & Polygons"
108389,mcq,"Pick the polygon that matches this property: it has exactly 5 sides, so it also has 5 vertices.",math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify and describe points, lines, line segments, and rays",understand,medium,2.0,"[{""text"":""Hexagon"",""correct"":false},{""text"":""Pentagon"",""correct"":true},{""text"":""Triangle"",""correct"":false},{""text"":""Square"",""correct"":false}]","A polygon with exactly 5 sides is a pentagon, and it also has 5 vertices. A common misconception is the penta/hexa swap, but hexagons have 6 sides.","{""focus"":""connect side count to polygon name"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q52"",""learning_objective"":""Students can identify and describe points, lines, line segments, and rays""}",2026-05-21T11:14:35.357Z,2026-05-21T11:14:35.581Z,629,"mcq for Lines, Angles & Polygons"
108341,mcq,Select the polygon that has exactly 5 vertices.,math,,grade 3,global,"Lines, Angles & Polygons",Lines & Angles,"Students can identify and describe points, lines, line segments, and rays",remember,easy,1.0,"[{""text"":""Triangle"",""correct"":false},{""text"":""Pentagon"",""correct"":true},{""text"":""Hexagon"",""correct"":false},{""text"":""Square"",""correct"":false}]","A pentagon has 5 vertices and 5 sides. The main misconception here is mixing up pentagon and hexagon. A hexagon has 6 vertices, not 5.","{""focus"":""property recall"",""grade"":3,""topic"":""Lines, Angles & Polygons"",""subject"":""Maths"",""subtopic"":""Lines & Angles"",""questionType"":""mcq"",""questionNumber"":""Q2"",""learning_objective"":""Students can identify and describe points, lines, line segments, and rays""}",2026-05-21T11:14:34.535Z,2026-05-21T11:14:34.618Z,630,"mcq for Lines, Angles & Polygons"
4176,mcq,Choose the equation that matches 5 kg changed into grams.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can measure mass in grams and kilograms,apply,easy,1.0,"[{""text"":""5 kg = 500 g"",""correct"":false},{""text"":""5 kg = 5000 g"",""correct"":true},{""text"":""5 kg = 50 g"",""correct"":false},{""text"":""5 kg = 50000 g"",""correct"":false}]","Brilliant! 5 kg means 5 groups of 1000 g, so it is 5000 g.","{""focus"":""Match conversion equation"",""grade"":3,""topic"":""Measurement & Conversion"",""subject"":""Maths"",""subtopic"":""Mass & Capacity"",""questionType"":""mcq"",""questionNumber"":""Q10"",""learning_objective"":""Students can measure mass in grams and kilograms""}",2026-05-21T10:25:26.650Z,2026-05-21T10:25:26.791Z,631,mcq for Measurement & Conversion
4337,mcq,Look at the masses 400 g and 4 kg. Decide which is heavier.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can measure mass in grams and kilograms,understand,easy,1.0,"[{""text"":""400 g is heavier"",""correct"":false},{""text"":""4 kg is heavier"",""correct"":true},{""text"":""They are equal"",""correct"":false},{""text"":""They cannot be compared"",""correct"":false}]","Great thinking! 4 kg is 4000 g, and 4000 g is heavier than 400 g.","{""focus"":""Compare masses"",""grade"":3,""topic"":""Measurement & Conversion"",""subject"":""Maths"",""subtopic"":""Mass & Capacity"",""questionType"":""mcq"",""questionNumber"":""Q19"",""learning_objective"":""Students can measure mass in grams and kilograms""}",2026-05-21T10:25:36.527Z,2026-05-21T10:25:36.600Z,632,mcq for Measurement & Conversion
7715,mcq,Choose the equation that matches this flour bag story: a bag has a mass of 1 kg and another 1 kg bag is added.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can solve simple word problems involving measurement,apply,easy,1.0,"[{""text"":""1 kg + 1 kg = 2 kg"",""correct"":true},{""text"":""1 kg - 1 kg = 2 kg"",""correct"":false},{""text"":""2 kg - 1 kg = 2 kg"",""correct"":false},{""text"":""1 kg + 2 kg = 1 kg"",""correct"":false}]",Well done! Two 1 kg bags make 2 kg.,"{""focus"":""Match addition equation to kilograms context"",""grade"":3,""topic"":""Measurement & Conversion"",""subject"":""Maths"",""subtopic"":""Mass & Capacity"",""questionType"":""mcq"",""questionNumber"":""Q45"",""learning_objective"":""Students can solve simple word problems involving measurement""}",2026-05-21T10:28:59.955Z,2026-05-21T10:29:00.268Z,633,mcq for Measurement & Conversion
7781,mcq,Look at the mass results below and choose the correct judgment: 2 kg - 350 g and 1 kg + 700 g.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can solve simple word problems involving measurement,analyze,medium,3.0,"[{""text"":""The first result is 50 g bigger."",""correct"":false},{""text"":""The second result is 50 g bigger."",""correct"":true},{""text"":""The two results are equal."",""correct"":false},{""text"":""The first result is 150 g bigger."",""correct"":false}]",Well done! 2 kg - 350 g = 1650 g. And 1 kg + 700 g = 1700 g. So the second result is 50 g bigger.,"{""focus"":""compare_or_judge"",""grade"":3,""topic"":""Measurement & Conversion"",""subject"":""Maths"",""subtopic"":""Mass & Capacity"",""questionType"":""mcq"",""questionNumber"":""Q114"",""learning_objective"":""Students can solve simple word problems involving measurement""}",2026-05-21T10:29:04.350Z,2026-05-21T10:29:04.561Z,634,mcq for Measurement & Conversion
46334,mcq,Choose the method that correctly solves this picnic drink problem: A cooler has 2 L 500 mL of juice. Three cups of 300 mL each are filled. How much juice is left?,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can solve simple word problems involving measurement,analyze,medium,3.0,"[{""text"":""Change 2 L 500 mL to 2500 mL, subtract 900 mL, then change back to 1 L 600 mL."",""correct"":true},{""text"":""Add 300 mL three times to 2 L 500 mL to get 3 L 400 mL."",""correct"":false},{""text"":""Subtract only one cup, so 2500 mL - 300 mL = 2200 mL."",""correct"":false},{""text"":""Change 2 L 500 mL to 2050 mL, then subtract 900 mL."",""correct"":false}]","Fantastic reasoning! Three cups use 900 mL. 2500 mL - 900 mL = 1600 mL, or 1 L 600 mL. The other methods miss a step or use the wrong conversion.","{""focus"":""operation_reasoning"",""grade"":3,""topic"":""Measurement & Conversion"",""subject"":""Maths"",""subtopic"":""Mass & Capacity"",""questionType"":""mcq"",""questionNumber"":""Q120"",""learning_objective"":""Students can solve simple word problems involving measurement""}",2026-05-21T10:54:30.854Z,2026-05-21T10:54:30.961Z,635,mcq for Measurement & Conversion
46352,mcq,"Compare the two ways to total these apple masses. Basket 1 has 1 kg 250 g and Basket 2 has 850 g. Method A changes 1 kg 250 g to 1250 g, then adds 850 g. Method B adds 1 kg + 850 g = 1 kg 850 g, then adds 250 g to get 2 kg 100 g. Choose the best answer.",math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can solve simple word problems involving measurement,evaluate,hard,3.0,"[{""text"":""Only Method A is correct."",""correct"":false},{""text"":""Only Method B is correct."",""correct"":false},{""text"":""Both methods are correct and give 2 kg 100 g."",""correct"":true},{""text"":""Both methods are wrong because kilograms and grams cannot be added."",""correct"":false}]","Method A: 1 kg 250 g = 1250 g. Then 1250 g + 850 g = 2100 g = 2 kg 100 g. Method B: 1 kg + 850 g = 1 kg 850 g, and adding 250 g gives 2 kg 100 g. Both methods reach the same correct total, so both methods are correct.","{""focus"":""compare methods in mass addition"",""grade"":3,""topic"":""Measurement & Conversion"",""subject"":""Maths"",""subtopic"":""Mass & Capacity"",""questionType"":""mcq"",""questionNumber"":""Q184"",""learning_objective"":""Students can solve simple word problems involving measurement""}",2026-05-21T10:54:31.062Z,2026-05-21T10:54:31.278Z,636,mcq for Measurement & Conversion
7645,mcq,A ribbon is 6 cm 4 mm long. It is cut into 2 equal pieces. Kai says each piece is 3 cm 4 mm long. Which answer is correct?,math,,grade 3,global,Measurement & Conversion,Length,Students can convert between units of length within the same system,analyze,hard,4.0,"[{""text"":""32 mm"",""correct"":true},{""text"":""34 mm"",""correct"":false},{""text"":""3 cm 4 mm"",""correct"":false},{""text"":""64 mm"",""correct"":false}]","Convert the total ribbon first: 6 cm 4 mm = 64 mm. Two equal pieces means divide 64 mm by 2: 64 ÷ 2 = 32 mm. So each piece is 32 mm long. Kai's answer of 3 cm 4 mm is 34 mm, and 34 mm is not half of 64 mm. 64 mm is the whole ribbon, not one piece.","{""focus"":""multi-step convert then divide evenly"",""grade"":3,""topic"":""Measurement & Conversion"",""subject"":""Maths"",""subtopic"":""Length"",""questionType"":""mcq"",""questionNumber"":""Q131"",""learning_objective"":""Students can convert between units of length within the same system""}",2026-05-21T10:28:53.731Z,2026-05-21T10:28:53.888Z,637,mcq for Measurement & Conversion
68366,fitb,300 cm is the same as ____ m.,math,,grade 3,global,Measurement & Conversion,Length,Students can convert between units of length within the same system,remember,easy,1.0,[],"100 cm = 1 m, so 300 cm = 3 m.","{""hint"":null,""answer"":""3"",""caseSensitive"":false,""acceptableAnswers"":[""3""]}",2026-05-21T11:01:17.797Z,2026-05-21T11:01:17.927Z,638,fitb for Measurement & Conversion
59281,fitb,A jug holds 1 L 200 mL. It is filled with 800 mL of water. It needs ____ more to be full.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can solve simple word problems involving measurement,apply,medium,3.0,[],1 L 200 mL is 1200 mL. 1200 mL - 800 mL = 400 mL.,"{""hint"":null,""answer"":""400 mL"",""caseSensitive"":false,""acceptableAnswers"":[""400 mL"",""400 ml""]}",2026-05-21T10:58:22.994Z,2026-05-21T10:58:23.171Z,639,fitb for Measurement & Conversion
68864,fitb,A toy train is 450 g. It needs ____ g more to make 1 kg.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can measure mass in grams and kilograms,apply,medium,3.0,[],1 kg = 1000 g. 1000 g - 450 g = 550 g.,"{""hint"":""Think of 1 kg as 1000 g."",""answer"":""550"",""caseSensitive"":false,""acceptableAnswers"":[""550"",""550 g""]}",2026-05-21T11:01:28.216Z,2026-05-21T11:01:28.324Z,640,fitb for Measurement & Conversion
68855,fitb,A grape vine is 68 mm long. That is 6 cm and ____ mm.,math,,grade 3,global,Measurement & Conversion,Length,Students can convert between units of length within the same system,apply,hard,4.0,[],"60 mm is 6 cm, so 68 mm is 6 cm and 8 mm.","{""hint"":""Every 10 mm makes 1 cm."",""answer"":""8"",""caseSensitive"":false,""acceptableAnswers"":[""8""]}",2026-05-21T11:01:27.935Z,2026-05-21T11:01:28.121Z,641,fitb for Measurement & Conversion
28350,drag_drop,Drag each choice into the correct group: A puppy drinks 500 mL of water in the morning and 200 mL in the afternoon. How much water does the puppy drink altogether.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can solve simple word problems involving measurement,apply,easy,1.0,[],Well done! 500 mL + 200 mL = 700 mL. The puppy drank 700 mL altogether.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""300 mL""},{""id"":""item_2"",""label"":""700 mL""},{""id"":""item_3"",""label"":""600 mL""},{""id"":""item_4"",""label"":""800 mL""}],""targets"":[{""id"":""target_1"",""label"":""Correct answer""},{""id"":""target_2"",""label"":""Not correct""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_2""}],""scoringGuidance"":""Well done! 500 mL + 200 mL = 700 mL. The puppy drank 700 mL altogether.""}",2026-05-21T10:48:54.794Z,2026-05-21T10:48:54.877Z,642,drag_drop for Measurement & Conversion
56426,drag_drop,"On a treasure hunt, some bottles fit into a 1 litre chest and some are too big. Drag each capacity to fits in 1 L or too big for 1 L.",math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can measure capacity in millilitres and litres,apply,medium,3.0,[],A 1 litre chest can hold up to 1000 ml. Cards that are 1000 ml or less fit in 1 L. Cards above 1000 ml are too big.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""950 ml""},{""id"":""item_2"",""label"":""1 L""},{""id"":""item_3"",""label"":""1200 ml""},{""id"":""item_4"",""label"":""2 L""},{""id"":""item_5"",""label"":""1000 ml""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort the capacities by whether they fit in 1 litre.""},""targets"":[{""id"":""target_1"",""label"":""Fits in 1 L""},{""id"":""target_2"",""label"":""Too big for 1 L""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_2""},{""itemId"":""item_5"",""targetId"":""target_1""}]}",2026-05-21T10:57:33.222Z,2026-05-21T10:57:33.328Z,643,drag_drop for Measurement & Conversion
